Tipo,basico/0/value,basico/1/label,basico/1/value,contacto/0/label,contacto/0/value,contacto/1/label,contacto/1/value,contacto/2/label,contacto/2/value,contacto/3/label,contacto/3/value,contacto/4/label,contacto/4/value,tipo
Estación,Estación de Policía Candelaria,CAI,CAI Rosario,Número,286 0744,Correo,mebog.cai-rosario@policia.gov.co,Dirección,Avenida Jiménez # 5-00,lat,460000000000,long,-7407138889000,cai
Estación,Estación de Policía Rafael Uribe,CAI,CAI Claret,Número,205 9006,Correo,mebog.cai-claret@policia.gov.co,Dirección,Calle 44 Sur # 27-50,lat,458361111100,long,-7412638889000,cai
Estación,Estación de Policía Rafael Uribe,CAI,CAI DianaTurbay,Número,772 2157,Correo,mebog.cai-diana@policia.gov.co,Dirección,Calle 48C Sur # 1-03,lat,454472222200,long,-7410500000000,cai
Estación,Estación de Policía Rafael Uribe,CAI,CAI Lomas,Número,272 7220,Correo,mebog.cai-lomas@policia.gov.co,Dirección,Diagonal 38D Sur # 11-00,lat,456694444400,long,-7411222222000,cai
Estación,Estación de Policía Rafael Uribe,CAI,CAI Los Molinos,Número,769 2199,Correo,mebog.cai-molinos@policia.gov.co,Dirección,Calle 49d Bis Sur # 5U-03,lat,455527777800,long,-7411666667000,cai
Estación,Estación de Policía Rafael Uribe,CAI,CAI Centenario,Número,373 3490,Correo,mebog.cai-centenario@policia.gov.co,Dirección,Carrera 24 # 24-06 Sur,lat,458431171000,long,-7410738099000,cai
Estación,Estación de Policía Rafael Uribe,CAI,CAI Gustavo Restrepo,Número,209 1111,Correo,mebog.cai-gustavorestrepo@policia.gov.co,Dirección,Calle 31A Sur # 13A-00,lat,458431171000,long,-7410738099000,cai
Estación,Estación de Policía Rafael Uribe,CAI,CAI San Jorge,Número,714 4220,Correo,mebog.cai-sanjorge@policia.gov.co,Dirección,Transversal 16 # 45F-02 Sur,lat,458431171000,long,-7410738099000,cai
Estación,Estación de Policía Rafael Uribe,CAI,CAI Palermo Sur,Número,760 4317,Correo,mebog.cai-palermo@policia.gov.co,Dirección,Carrera 2B # 52B-06,lat,454164959000,long,-7411130294000,cai
Estación,Estación de Policía Ciudad Bolivar,CAI,CAI Vista Hermosa,Número,765 1121,Correo,mebog.cai-vistahermosa@policia.gov.co,Dirección,Calle 70 # 18I-70,lat,454694444400,long,-7414777778000,cai
Estación,Estación de Policía Ciudad Bolivar,CAI,CAI Lucero,Número,765 8363,Correo,mebog.cai-lucero@policia.gov.co,Dirección,Calle 64 # 71G-54,lat,455388888900,long,-7414055556000,cai
Estación,Estación de Policía Ciudad Bolivar,CAI,CAI Compartir,Número,731 3924,Correo,mebog.cai-sanfrancisco@policia.gov.co,Dirección,Transversal 18T con Calle 66 Sur,lat,455697345000,long,-7414732601000,cai
Estación,Estación de Policía Ciudad Bolivar,CAI,CAI San Francisco,Número,716 9661,Correo,mebog.cai-sanfrancisco@policia.gov.co,Dirección,Carrera 20C # 67-10,lat,456277777800,long,-7414888889000,cai
Estación,Estación de Policía Ciudad Bolivar,CAI,CAI La Candelaria,Número,715 1934,Correo,mebog.cai-cande@policia.gov.co,Dirección,Avenida Villavicencio con 43,lat,457305555600,long,-7415305556000,cai
Estación,Estación de Policía Ciudad Bolivar,CAI,CAI Perdomo,Número,719 6339,Correo,mebog.cai-perdomo@policia.gov.co,Dirección,Carrera 73 # 63A-12,lat,458611111100,long,-7416972222000,cai
Estación,Estación de Policía Ciudad Bolivar,CAI,CAI La Joya,Número,766 1001,Correo,mebog.cai-joya@policia.gov.co,Dirección,Carrera 18b con Calle 80B,lat,453660109000,long,-7414384171000,cai
Estación,Estación de Policía Ciudad Bolivar,CAI,CAI Santo Domingo,Número,780 7304,Correo,mebog.cai-santodomingo@policia.gov.co,Dirección,Carrera 77C # 69A-05,lat,457775568000,long,-7417960005000,cai
Estación,Estación de Policía Ciudad Bolivar,CAI,CAI Arborizadora Alta,Número,731 8534,Correo,mebog.cai-arbolizadora@policia.gov.co,Dirección,Carrera 42 # 73-00,lat,456791003000,long,-7416431726000,cai
Estación,Estación de Policía Ciudad Bolivar,CAI,CAI Paraiso,Número,322 380 2221,Correo,mebog.cai-paraiso@policia.gov.co,Dirección,Calle 71P # 27M-04,lat,454944276000,long,-7416331725000,cai
